리뷰ID,작성일,채널,상품코드,상품명,사이즈,평점,리뷰유형,부정키워드,리뷰내용
RV00660,2026-08-19,네이버 브랜드스토어,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00661,2026-08-19,네이버 브랜드스토어,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00662,2026-08-19,쿠팡 로켓,SB-P-CLL,클라우드 LOW 경추 베개,단일,3,포토리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00663,2026-08-19,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,4,일반리뷰,,남편도 저도 잘 자요
RV00664,2026-08-19,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,4,포토리뷰,,남편도 저도 잘 자요
RV00665,2026-08-19,오늘의집,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00666,2026-08-19,오늘의집,SB-P-CLB,클라우드 버디 베개,단일,4,일반리뷰,,남편도 저도 잘 자요
RV00667,2026-08-19,자사몰,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,3,일반리뷰,설치,설치기사님이 시간 안 지키셨어요
RV00668,2026-08-19,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00669,2026-08-19,자사몰,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,3,일반리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00670,2026-08-19,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,일반리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00671,2026-08-20,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,포토리뷰,,생각보다 두툼하고 좋아요
RV00672,2026-08-20,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00673,2026-08-20,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00674,2026-08-20,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,4,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00675,2026-08-20,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,포토리뷰,,배송이랑 설치 다 깔끔했어요
RV00676,2026-08-20,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,포토리뷰,,가격 대비 만족도 높습니다
RV00677,2026-08-20,오늘의집,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,5,포토리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00678,2026-08-20,네이버 브랜드스토어,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,포토리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00679,2026-08-20,네이버 브랜드스토어,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,2,일반리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00680,2026-08-20,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,3,포토리뷰,커버,커버 세탁 후 수축이 있었어요
RV00681,2026-08-20,네이버 브랜드스토어,SB-T-MAX-Q,맥시멈 토퍼 매트리스,Q,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00682,2026-08-21,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,4,포토리뷰,,아이 방에 놨는데 만족합니다
RV00683,2026-08-21,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,포토리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00684,2026-08-21,네이버 브랜드스토어,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00685,2026-08-21,자사몰,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00686,2026-08-21,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,포토리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00687,2026-08-21,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,가격 대비 만족도 높습니다
RV00688,2026-08-21,쿠팡 로켓,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00689,2026-08-21,오늘의집,SB-M-EVR-S,이브닝 리버서블 매트리스,S,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00690,2026-08-21,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,포토리뷰,,남편도 저도 잘 자요
RV00691,2026-08-21,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00692,2026-08-21,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00693,2026-08-21,오늘의집,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00694,2026-08-21,네이버 브랜드스토어,SB-M-DFC-SS,딥플로우 컴포트 매트리스,SS,4,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00695,2026-08-21,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,4,일반리뷰,,남편도 저도 잘 자요
RV00696,2026-08-22,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,설치기사님 친절하셨습니다
RV00697,2026-08-22,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,일반리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00698,2026-08-22,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00699,2026-08-22,네이버 브랜드스토어,SB-A-DPM,딥뮤트 수면안대,단일,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00700,2026-08-22,오늘의집,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,일반리뷰,설치,설치 후 정리를 안 해주고 가셨습니다
RV00701,2026-08-22,네이버 브랜드스토어,SB-M-EVS-K,이브닝 스타릿 매트리스,K,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00702,2026-08-22,네이버 브랜드스토어,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00703,2026-08-22,쿠팡 로켓,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00704,2026-08-22,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00705,2026-08-22,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,4,포토리뷰,,가격 대비 만족도 높습니다
RV00706,2026-08-22,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00707,2026-08-22,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00708,2026-08-22,쿠팡 로켓,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,4,일반리뷰,,가격 대비 만족도 높습니다
RV00709,2026-08-23,네이버 브랜드스토어,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00710,2026-08-23,오늘의집,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00711,2026-08-23,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,일반리뷰,설치,설치 후 정리를 안 해주고 가셨습니다
RV00712,2026-08-23,오늘의집,SB-M-MFM-K,미드나잇 풀문 매트리스,K,5,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00713,2026-08-23,자사몰,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00714,2026-08-23,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,일반리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00715,2026-08-23,네이버 브랜드스토어,SB-F-BAU-G,바우 키즈 원목 가드형 데이베드 침대,SS,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00716,2026-08-23,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00717,2026-08-23,네이버 브랜드스토어,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00718,2026-08-23,오늘의집,SB-F-AMD-K,아몬드 무헤드형 침대,K,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00719,2026-08-24,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,4,일반리뷰,,아이 방에 놨는데 만족합니다
RV00720,2026-08-24,자사몰,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,남편도 저도 잘 자요
RV00721,2026-08-24,네이버 브랜드스토어,SB-T-GRB-SS,그라운드 밸런스 토퍼 매트리스,SS,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00722,2026-08-24,오늘의집,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00723,2026-08-24,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00724,2026-08-24,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,5,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00725,2026-08-24,자사몰,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,4,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00726,2026-08-24,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,포토리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00727,2026-08-24,쿠팡 로켓,SB-P-CLB,클라우드 버디 베개,단일,5,포토리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00728,2026-08-24,오늘의집,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00729,2026-08-25,오늘의집,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00730,2026-08-25,쿠팡 로켓,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,5,포토리뷰,,남편도 저도 잘 자요
RV00731,2026-08-25,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,3,포토리뷰,냄새,개봉하고 나서 화학약품 냄새가 심했습니다
RV00732,2026-08-25,네이버 브랜드스토어,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00733,2026-08-25,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00734,2026-08-25,쿠팡 로켓,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00735,2026-08-25,자사몰,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,3,일반리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00736,2026-08-25,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,5,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00737,2026-08-25,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00738,2026-08-25,네이버 브랜드스토어,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,포토리뷰,,배송이랑 설치 다 깔끔했어요
RV00739,2026-08-25,네이버 브랜드스토어,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00740,2026-08-26,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00741,2026-08-26,네이버 브랜드스토어,SB-P-CLB,클라우드 버디 베개,단일,5,포토리뷰,,생각보다 두툼하고 좋아요
RV00742,2026-08-26,네이버 브랜드스토어,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,5,포토리뷰,,쿠폰까지 받아서 잘 샀어요
RV00743,2026-08-26,네이버 브랜드스토어,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,4,일반리뷰,,가격 대비 만족도 높습니다
RV00744,2026-08-26,쿠팡 로켓,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,포토리뷰,꺼짐,두 달 만에 가운데가 꺼졌어요
RV00745,2026-08-26,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00746,2026-08-26,쿠팡 로켓,SB-T-ARC-SS,올라운드 컴포트 토퍼 매트리스,SS,5,일반리뷰,,남편도 저도 잘 자요
RV00747,2026-08-26,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,2,일반리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00748,2026-08-26,자사몰,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,4,일반리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00749,2026-08-27,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,4,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00750,2026-08-27,오늘의집,SB-M-EVR-S,이브닝 리버서블 매트리스,S,5,포토리뷰,,배송이랑 설치 다 깔끔했어요
RV00751,2026-08-27,자사몰,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00752,2026-08-27,네이버 브랜드스토어,SB-M-MFM-Q,미드나잇 풀문 매트리스,Q,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00753,2026-08-27,자사몰,SB-P-CLL,클라우드 LOW 경추 베개,단일,2,포토리뷰,설치,설치 후 정리를 안 해주고 가셨습니다
RV00754,2026-08-27,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00755,2026-08-27,오늘의집,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00756,2026-08-27,쿠팡 로켓,SB-M-ORG-Q,오리지널 매트리스 미디엄 소프트,Q,5,포토리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00757,2026-08-27,네이버 브랜드스토어,SB-T-MAX-Q,맥시멈 토퍼 매트리스,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00758,2026-08-27,네이버 브랜드스토어,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00759,2026-08-27,자사몰,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,일반리뷰,,가격 대비 만족도 높습니다
RV00760,2026-08-27,오늘의집,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,5,포토리뷰,,라이브 보고 샀는데 후회 없어요
RV00761,2026-08-28,네이버 브랜드스토어,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,3,일반리뷰,설치,설치기사님이 시간 안 지키셨어요
RV00762,2026-08-28,자사몰,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,5,일반리뷰,,가격 대비 만족도 높습니다
RV00763,2026-08-28,쿠팡 로켓,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00764,2026-08-28,쿠팡 로켓,SB-MO-EVM-SS,이브닝 모션 매트리스,SS,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00765,2026-08-28,네이버 브랜드스토어,SB-T-ARB5-SS,올라운드 밸런스 토퍼 매트리스 5cm,SS,2,일반리뷰,배송지연,설치 날짜 잡는 데 계속 밀렸습니다
RV00766,2026-08-28,자사몰,SB-P-CLB,클라우드 버디 베개,단일,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00767,2026-08-28,네이버 브랜드스토어,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,2,포토리뷰,설치,설치 후 정리를 안 해주고 가셨습니다
RV00768,2026-08-28,네이버 브랜드스토어,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,4,일반리뷰,,설치기사님 친절하셨습니다
RV00769,2026-08-28,오늘의집,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,1,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00770,2026-08-29,네이버 브랜드스토어,SB-M-DFB-Q,딥플로우 밸런스 매트리스,Q,5,일반리뷰,,허리가 안 아파요 진짜 잘 삽니다
RV00771,2026-08-29,네이버 브랜드스토어,SB-M-EVR-SS,이브닝 리버서블 매트리스,SS,5,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00772,2026-08-29,오늘의집,SB-M-DFC-Q,딥플로우 컴포트 매트리스,Q,1,일반리뷰,단단함,생각보다 너무 딱딱해요
RV00773,2026-08-29,쿠팡 로켓,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,3,포토리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00774,2026-08-29,네이버 브랜드스토어,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00775,2026-08-29,자사몰,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,4,포토리뷰,,설치기사님 친절하셨습니다
RV00776,2026-08-29,자사몰,SB-M-DFB-SS,딥플로우 밸런스 매트리스,SS,2,일반리뷰,커버,커버 세탁 후 수축이 있었어요
RV00777,2026-08-29,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00778,2026-08-30,쿠팡 로켓,SB-A-DPM,딥뮤트 수면안대,단일,5,포토리뷰,,매장에서 누워보고 샀는데 그대로예요
RV00779,2026-08-30,쿠팡 로켓,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,4,일반리뷰,,토퍼만 바꿨는데 확실히 다르네요
RV00780,2026-08-30,자사몰,SB-M-EVS-K,이브닝 스타릿 매트리스,K,5,일반리뷰,,아이 방에 놨는데 만족합니다
RV00781,2026-08-30,네이버 브랜드스토어,SB-M-EVS-Q,이브닝 스타릿 매트리스,Q,1,일반리뷰,커버,커버 지퍼가 뻑뻑합니다
RV00782,2026-08-30,자사몰,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,가격 대비 만족도 높습니다
RV00783,2026-08-30,네이버 브랜드스토어,SB-T-ARB7-Q,올라운드 밸런스 토퍼 매트리스 7cm,Q,4,일반리뷰,,배송이랑 설치 다 깔끔했어요
RV00784,2026-08-30,네이버 브랜드스토어,SB-F-AMD-K,아몬드 무헤드형 침대,K,2,일반리뷰,설치,설치기사님이 시간 안 지키셨어요
RV00785,2026-08-30,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00786,2026-08-30,쿠팡 로켓,SB-T-NMX-SS,더 뉴 맥시멈 토퍼 매트리스,SS,3,포토리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00787,2026-08-30,네이버 브랜드스토어,SB-T-ARCP-Q,올라운드 컴포트 플러스 토퍼 매트리스,Q,4,일반리뷰,,통기성 좋아서 여름에도 안 덥네요
RV00788,2026-08-30,쿠팡 로켓,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,1,일반리뷰,냄새,새 제품 냄새가 며칠 갔어요
RV00789,2026-08-30,네이버 브랜드스토어,SB-F-AMD-K,아몬드 무헤드형 침대,K,4,포토리뷰,,아이 방에 놨는데 만족합니다
RV00790,2026-08-30,자사몰,SB-T-ARB7-SS,올라운드 밸런스 토퍼 매트리스 7cm,SS,2,일반리뷰,배송지연,설치 날짜 잡는 데 계속 밀렸습니다
RV00791,2026-08-30,네이버 브랜드스토어,SB-T-NMX-Q,더 뉴 맥시멈 토퍼 매트리스,Q,5,포토리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00792,2026-08-31,네이버 브랜드스토어,SB-T-ARC-Q,올라운드 컴포트 토퍼 매트리스,Q,5,일반리뷰,,생각보다 두툼하고 좋아요
RV00793,2026-08-31,네이버 브랜드스토어,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,3,포토리뷰,꺼짐,누운 자리가 눌린 채로 안 돌아옵니다
RV00794,2026-08-31,네이버 브랜드스토어,SB-P-CLL,클라우드 LOW 경추 베개,단일,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00795,2026-08-31,쿠팡 로켓,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,5,일반리뷰,,가격 대비 만족도 높습니다
RV00796,2026-08-31,네이버 브랜드스토어,SB-M-EVR-Q,이브닝 리버서블 매트리스,Q,4,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00797,2026-08-31,쿠팡 로켓,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,설치기사님 친절하셨습니다
RV00798,2026-08-31,오늘의집,SB-T-ARB5-Q,올라운드 밸런스 토퍼 매트리스 5cm,Q,5,일반리뷰,,포장 뜯을 때 냄새 거의 없었어요
RV00799,2026-08-31,네이버 브랜드스토어,SB-M-EVR-S,이브닝 리버서블 매트리스,S,5,일반리뷰,,라이브 보고 샀는데 후회 없어요
RV00800,2026-08-31,오늘의집,SB-M-ORG-SS,오리지널 매트리스 미디엄 소프트,SS,4,일반리뷰,,쿠폰까지 받아서 잘 샀어요
RV00801,2026-08-31,오늘의집,SB-T-MAX-SS,맥시멈 토퍼 매트리스,SS,2,일반리뷰,단단함,미디엄이라고 했는데 하드에 가깝습니다
RV00802,2026-08-31,쿠팡 로켓,SB-P-CLB,클라우드 버디 베개,단일,4,일반리뷰,,라이브 보고 샀는데 후회 없어요
