주문번호,일자,요일,시각,상품코드,상품명,카테고리,수량,단가,금액
PN-260829-008,2026-08-29,토,15:05,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-009,2026-08-29,토,16:12,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-009,2026-08-29,토,16:12,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-010,2026-08-29,토,12:05,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-010,2026-08-29,토,12:05,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-011,2026-08-29,토,14:50,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-012,2026-08-29,토,18:32,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-012,2026-08-29,토,18:32,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260829-013,2026-08-29,토,16:42,PN-103,Fog cup blue S,글라스웨어,2,28000,56000
PN-260829-014,2026-08-29,토,13:08,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-015,2026-08-29,토,16:40,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-015,2026-08-29,토,16:40,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-016,2026-08-29,토,18:12,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-016,2026-08-29,토,18:12,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260829-017,2026-08-29,토,15:53,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-018,2026-08-29,토,14:45,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-019,2026-08-29,토,13:41,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-020,2026-08-29,토,13:51,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-021,2026-08-29,토,15:01,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-021,2026-08-29,토,15:01,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-022,2026-08-29,토,13:50,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-023,2026-08-29,토,17:53,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-023,2026-08-29,토,17:53,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260829-024,2026-08-29,토,18:46,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-025,2026-08-29,토,18:29,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-025,2026-08-29,토,18:29,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-026,2026-08-29,토,15:49,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-027,2026-08-29,토,13:14,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-028,2026-08-29,토,16:51,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260829-029,2026-08-29,토,15:39,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-030,2026-08-29,토,16:25,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-031,2026-08-29,토,12:07,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-031,2026-08-29,토,12:07,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-032,2026-08-29,토,17:01,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-033,2026-08-29,토,12:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-033,2026-08-29,토,12:51,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-034,2026-08-29,토,18:00,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-034,2026-08-29,토,18:00,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-035,2026-08-29,토,14:16,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-036,2026-08-29,토,18:50,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-036,2026-08-29,토,18:50,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-037,2026-08-29,토,13:14,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-037,2026-08-29,토,13:14,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-038,2026-08-29,토,17:30,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260829-039,2026-08-29,토,14:36,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-039,2026-08-29,토,14:36,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-040,2026-08-29,토,17:24,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-041,2026-08-29,토,13:31,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-042,2026-08-29,토,17:06,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-042,2026-08-29,토,17:06,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260829-043,2026-08-29,토,15:20,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-044,2026-08-29,토,14:33,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-045,2026-08-29,토,17:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-046,2026-08-29,토,17:19,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260829-047,2026-08-29,토,13:11,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-047,2026-08-29,토,13:11,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-048,2026-08-29,토,16:22,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-048,2026-08-29,토,16:22,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-049,2026-08-29,토,16:42,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-050,2026-08-29,토,17:13,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-050,2026-08-29,토,17:13,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-051,2026-08-29,토,17:20,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-052,2026-08-29,토,18:44,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-053,2026-08-29,토,17:24,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260829-054,2026-08-29,토,18:40,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260829-055,2026-08-29,토,17:22,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-056,2026-08-29,토,12:26,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-057,2026-08-29,토,13:30,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-058,2026-08-29,토,18:04,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-059,2026-08-29,토,14:39,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-060,2026-08-29,토,13:41,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-061,2026-08-29,토,18:13,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-062,2026-08-29,토,15:39,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-063,2026-08-29,토,18:47,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260829-064,2026-08-29,토,14:10,PN-102,sol room-spray,리빙·프래그런스,2,28500,57000
PN-260829-064,2026-08-29,토,14:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-065,2026-08-29,토,18:25,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-065,2026-08-29,토,18:25,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260829-066,2026-08-29,토,14:39,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-067,2026-08-29,토,18:19,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-068,2026-08-29,토,12:54,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-069,2026-08-29,토,17:12,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-070,2026-08-29,토,18:00,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-071,2026-08-29,토,13:28,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-072,2026-08-29,토,13:17,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260829-073,2026-08-29,토,13:21,PN-107,pattern mini glass,글라스웨어,2,15000,30000
PN-260829-073,2026-08-29,토,13:21,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260829-074,2026-08-29,토,17:48,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-075,2026-08-29,토,17:40,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260829-075,2026-08-29,토,17:40,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260829-076,2026-08-29,토,13:40,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260829-077,2026-08-29,토,14:48,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260829-078,2026-08-29,토,12:19,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-001,2026-08-30,일,14:36,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-002,2026-08-30,일,13:39,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-003,2026-08-30,일,18:27,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-003,2026-08-30,일,18:27,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-004,2026-08-30,일,15:40,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260830-005,2026-08-30,일,13:37,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260830-005,2026-08-30,일,13:37,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-006,2026-08-30,일,18:32,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-007,2026-08-30,일,15:46,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-008,2026-08-30,일,12:55,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-009,2026-08-30,일,17:35,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-009,2026-08-30,일,17:35,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260830-010,2026-08-30,일,16:42,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-011,2026-08-30,일,18:01,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260830-012,2026-08-30,일,14:19,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-013,2026-08-30,일,14:01,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-014,2026-08-30,일,13:16,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-014,2026-08-30,일,13:16,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260830-015,2026-08-30,일,13:19,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-016,2026-08-30,일,17:48,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-017,2026-08-30,일,15:31,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260830-018,2026-08-30,일,16:52,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-019,2026-08-30,일,14:46,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-020,2026-08-30,일,16:33,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-020,2026-08-30,일,16:33,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260830-021,2026-08-30,일,12:25,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-022,2026-08-30,일,14:24,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260830-023,2026-08-30,일,15:22,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260830-024,2026-08-30,일,15:09,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260830-024,2026-08-30,일,15:09,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-025,2026-08-30,일,17:07,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-025,2026-08-30,일,17:07,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-026,2026-08-30,일,16:52,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-026,2026-08-30,일,16:52,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-027,2026-08-30,일,17:29,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-028,2026-08-30,일,13:06,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260830-028,2026-08-30,일,13:06,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-029,2026-08-30,일,15:23,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260830-030,2026-08-30,일,17:10,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260830-031,2026-08-30,일,15:35,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260830-032,2026-08-30,일,16:24,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260830-033,2026-08-30,일,13:38,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260830-034,2026-08-30,일,15:36,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-034,2026-08-30,일,15:36,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-035,2026-08-30,일,13:10,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-036,2026-08-30,일,17:59,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-037,2026-08-30,일,14:52,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-038,2026-08-30,일,17:17,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-039,2026-08-30,일,12:43,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260830-040,2026-08-30,일,18:28,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260830-040,2026-08-30,일,18:28,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-041,2026-08-30,일,14:33,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260830-042,2026-08-30,일,18:03,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-043,2026-08-30,일,15:56,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-043,2026-08-30,일,15:56,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260830-044,2026-08-30,일,15:58,PN-105,pattern on-the-rocks glass,글라스웨어,2,18500,37000
PN-260830-044,2026-08-30,일,15:58,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260830-045,2026-08-30,일,16:46,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260830-046,2026-08-30,일,18:18,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260830-047,2026-08-30,일,13:19,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260830-048,2026-08-30,일,18:21,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260830-049,2026-08-30,일,14:52,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260830-050,2026-08-30,일,15:39,PN-106,Lily bubble glass cup,글라스웨어,2,18500,37000
PN-260830-050,2026-08-30,일,15:39,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260831-001,2026-08-31,월,17:39,PN-101,sol diffuser,리빙·프래그런스,1,46000,46000
PN-260831-001,2026-08-31,월,17:39,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-002,2026-08-31,월,17:08,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260831-003,2026-08-31,월,14:24,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260831-004,2026-08-31,월,17:03,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260831-005,2026-08-31,월,17:55,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260831-005,2026-08-31,월,17:55,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260831-006,2026-08-31,월,13:21,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260831-007,2026-08-31,월,13:51,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-007,2026-08-31,월,13:51,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-008,2026-08-31,월,12:36,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
PN-260831-009,2026-08-31,월,13:10,PN-104,sol candle,리빙·프래그런스,2,23000,46000
PN-260831-010,2026-08-31,월,18:15,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260831-011,2026-08-31,월,13:03,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-012,2026-08-31,월,17:33,PN-105,pattern on-the-rocks glass,글라스웨어,1,18500,18500
PN-260831-012,2026-08-31,월,17:33,PN-107,pattern mini glass,글라스웨어,1,15000,15000
PN-260831-013,2026-08-31,월,17:09,PN-108,Bubble mini glass,글라스웨어,2,15000,30000
PN-260831-014,2026-08-31,월,16:46,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-015,2026-08-31,월,18:10,PN-103,Fog cup blue S,글라스웨어,1,28000,28000
PN-260831-016,2026-08-31,월,16:44,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260831-017,2026-08-31,월,17:56,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260831-017,2026-08-31,월,17:56,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260831-018,2026-08-31,월,12:21,PN-104,sol candle,리빙·프래그런스,1,23000,23000
PN-260831-019,2026-08-31,월,13:03,PN-106,Lily bubble glass cup,글라스웨어,1,18500,18500
PN-260831-019,2026-08-31,월,13:03,PN-102,sol room-spray,리빙·프래그런스,1,28500,28500
PN-260831-020,2026-08-31,월,16:30,PN-108,Bubble mini glass,글라스웨어,1,15000,15000
